"","row","column","cor","p"
"1712","timedelta","shares",0.00866228807717562,0.0845799426374878
"1713","n_tokens_title","shares",0.0087831187993288,0.0803311476962847
"1714","n_tokens_content","shares",0.00245898426510394,0.624424925946391
"1715","n_unique_tokens","shares",0.000806345662567765,0.872451898729171
"1716","n_non_stop_words","shares",0.000442941614892334,0.929725309621745
"1717","n_non_stop_unique_tokens","shares",0.000114171962195542,0.981864181268269
"1718","num_hrefs","shares",0.0454040095210075,0
"1719","num_self_hrefs","shares",-0.00190040341112763,0.705152814316607
"1720","num_imgs","shares",0.0393875986337662,4.44089209850063e-15
"1721","num_videos","shares",0.0239360686391592,1.87550871322273e-06
"1722","average_token_length","shares",-0.0220072995871305,1.17474929024475e-05
"1723","num_keywords","shares",0.0218182280659676,1.39552472981919e-05
"1724","data_channel_is_lifestyle","shares",0.00583126721903682,0.245631619932723
"1725","data_channel_is_entertainment","shares",-0.0170061979442835,0.000708655627332355
"1726","data_channel_is_bus","shares",-0.0123761659488082,0.0137315459904959
"1727","data_channel_is_socmed","shares",0.00502121634781361,0.317436747301081
"1728","data_channel_is_tech","shares",-0.0132528748363256,0.0083203431304939
"1729","data_channel_is_world","shares",-0.0494973100721836,0
"1730","kw_min_min","shares",-0.00105098774656653,0.834250319116352
"1731","kw_max_min","shares",0.0301139373332262,2.00875982514503e-09
"1732","kw_avg_min","shares",0.0304055474698544,1.40245859370225e-09
"1733","kw_min_max","shares",0.00390143203549087,0.437285725609855
"1734","kw_max_max","shares",0.0078625688329339,0.117471510655003
"1735","kw_avg_max","shares",0.0446858443319798,0
"1736","kw_min_avg","shares",0.0395506955683231,3.33066907387547e-15
"1737","kw_max_avg","shares",0.0643058642745018,0
"1738","kw_avg_avg","shares",0.110412865877151,0
"1739","self_reference_min_shares","shares",0.0559575743973255,0
"1740","self_reference_max_shares","shares",0.047115221619606,0
"1741","self_reference_avg_sharess","shares",0.057788897305727,0
"1742","weekday_is_monday","shares",0.00972643494606018,0.0527947650176808
"1743","weekday_is_tuesday","shares",-0.00794065184891224,0.113872901112869
"1744","weekday_is_wednesday","shares",-0.00380067201331258,0.449215762612539
"1745","weekday_is_thursday","shares",-0.00883324351161718,0.0786202530610041
"1746","weekday_is_friday","shares",-0.00388434994965792,0.439295320066527
"1747","weekday_is_saturday","shares",0.015082249417901,0.00267268501666496
"1748","weekday_is_sunday","shares",0.00822953879833221,0.101308434559863
"1749","is_weekend","shares",0.0169581845402718,0.000733752288507139
"1750","LDA_00","shares",-0.00379306334070861,0.45012406924577
"1751","LDA_01","shares",-0.0101828733459115,0.0426133184033
"1752","LDA_02","shares",-0.0591627284884453,0
"1753","LDA_03","shares",0.0837714895606041,0
"1754","LDA_04","shares",-0.0166219379752874,0.000934009265319169
"1755","global_subjectivity","shares",0.0316040627658367,3.09396286368724e-10
"1756","global_sentiment_polarity","shares",0.00416292902082205,0.407189306747866
"1757","global_rate_positive_words","shares",0.000543234404176474,0.913869631483969
"1758","global_rate_negative_words","shares",0.00661517307162285,0.187802817665211
"1759","rate_positive_words","shares",-0.0132413040846586,0.00837706052553289
"1760","rate_negative_words","shares",-0.0051831379532814,0.302082105705624
"1761","avg_positive_polarity","shares",0.0121421990916133,0.0156222963739376
"1762","min_positive_polarity","shares",-4.00951721530873e-05,0.993630540637992
"1763","max_positive_polarity","shares",0.0100677944719791,0.0450094514054613
"1764","avg_negative_polarity","shares",-0.0320289097726345,1.7865842139031e-10
"1765","min_negative_polarity","shares",-0.0192973744124174,0.000121788183846894
"1766","max_negative_polarity","shares",-0.0193002112209797,0.000121508053104957
"1767","title_subjectivity","shares",0.0219666827470064,1.21916404360878e-05
"1768","title_sentiment_polarity","shares",0.0127718728035688,0.0109903431296554
"1769","abs_title_subjectivity","shares",0.00148099812213331,0.76809360710792
"1770","abs_title_sentiment_polarity","shares",0.0271352306008339,6.52923435318087e-08
