"","timedelta","n_tokens_title","n_tokens_content","n_unique_tokens","n_non_stop_words","n_non_stop_unique_tokens","num_hrefs","num_self_hrefs","num_imgs","num_videos","average_token_length","num_keywords","data_channel_is_lifestyle","data_channel_is_entertainment","data_channel_is_bus","data_channel_is_socmed","data_channel_is_tech","data_channel_is_world","kw_min_min","kw_max_min","kw_avg_min","kw_min_max","kw_max_max","kw_avg_max","kw_min_avg","kw_max_avg","kw_avg_avg","self_reference_min_shares","self_reference_max_shares","self_reference_avg_sharess","weekday_is_monday","weekday_is_tuesday","weekday_is_wednesday","weekday_is_thursday","weekday_is_friday","weekday_is_saturday","weekday_is_sunday","is_weekend","LDA_00","LDA_01","LDA_02","LDA_03","LDA_04","global_subjectivity","global_sentiment_polarity","global_rate_positive_words","global_rate_negative_words","rate_positive_words","rate_negative_words","avg_positive_polarity","min_positive_polarity","max_positive_polarity","avg_negative_polarity","min_negative_polarity","max_negative_polarity","title_subjectivity","title_sentiment_polarity","abs_title_subjectivity","abs_title_sentiment_polarity","shares"
"timedelta","100","-24.0319665921067","","","","","","","","","13.046488754411","","","","","","","-17.024962411375","59.1198805932696","","13.3224780786013","","-63.7823910366497","-49.3093359995792","-15.7203553734722","","-16.3163653447158","","","","","","","","","","","","","","-14.1712865195435","","","13.3837000447482","15.8646306396251","20.7603960440834","","19.8654494210205","","12.6343916850127","","","","","","","","","",""
"n_tokens_title","","100","","","","","","","","","","","","13.2790595668634","","","","","-11.0672329678423","","","","12.0840748288355","11.5745843012132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-14.6954062210704","",""
"n_tokens_content","","","100","","","","42.3065089770788","30.4682148346984","34.2600396459197","10.3698569282426","16.7789178287584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-14.0140864097021","","12.787940262694","","13.3979202871821","12.5013269492471","","10.1052514296116","13.5122535860689","-26.1492706653328","41.57055270892","-13.0374805167334","-45.0602521025566","22.5870401065007","","","","",""
"n_unique_tokens","","","","100","99.9571737121889","99.9851516017834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"n_non_stop_words","","","","","100","99.9532328250535","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"n_non_stop_unique_tokens","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"num_hrefs","","","","","","","100","39.6452367418086","34.2633223302428","11.4518248090175","22.2587667957438","12.5890486574931","","","","","","","","","","","","","","","12.1418632828578","","","","","","","","","","","","","","","12.3786232737252","","20.3463984312185","","","","10.1662838500001","","18.8235516733554","","28.6733072079242","-15.2145864162535","-26.3576081278687","","","","","",""
"num_self_hrefs","","","","","","","","100","23.8586164489506","","12.6879258540706","","","","","","16.6668114851569","-11.8836706410705","","","","","","","","","","","13.0187149191842","","","","","","","","","","","","","","13.5440914718351","11.5284925637451","","12.1140287572606","","14.2087708868732","","","","18.9922487992556","","-12.2070610929472","","","","","",""
"num_imgs","","","","","","","","","100","","","","","","-14.2542407305722","","","-10.6480178632565","","","","","","","","","14.5235530294017","","","","","","","","","","","","-15.0439323177756","","","20.8923806425426","","","","","","","","","","15.5232454111498","","-13.6521967119291","","","","","",""
"num_videos","","","","","","","","","","100","","","","14.6815604773486","","","","","","","","","","13.622782332097","","","10.6815394563496","","","","","","","","","","","","","","","26.7673345377611","-12.7428552355005","","","","17.9166906923474","","","","","12.565914345434","-11.5976436845649","-13.8190439990676","","","","","",""
"average_token_length","","","","","","","","","","","100","","","","","","","","","","","","","-15.7418880070301","","","-13.6393163800252","","","","","","","","","","","","","","","-18.1714395331328","","59.7628720104003","17.8537111423518","32.29291622152","22.8655475676107","57.8894029504735","32.25047712952","54.0117016609896","22.2206867151909","47.1382621442359","-32.4528547874269","-27.8784325845944","-19.4659555834917","","","","",""
"num_keywords","","","","","","","","","","","","100","12.4577742260735","","-16.6491545405125","","13.7935852296929","","","","","-27.8041622607723","","-33.2221066329585","-27.2042075698129","11.4036129603085","","","","","","","","","","","","","-15.4895236341418","","","","18.4253723955787","","","","","","","","","","","","","","","","",""
